config_id,q1_waist_deg,q2_shoulder_deg,q3_elbow_deg,q4_wrist_deg,q5_gripper_deg,x_m,y_m,z_m,roll_deg,pitch_deg,yaw_deg,x_rviz_m,y_rviz_m,z_rviz_m,roll_rviz_deg,pitch_rviz_deg,yaw_rviz_deg,position_error_m
1,80.0,-35.0,55.0,-45.0,0.0,-0.008313488007160245,-0.047148133392617815,0.3930115955749842,-3.6268640262364994e-16,24.999999999999993,-100.00000000000001,-0.008767909518348879,-0.05002467588750416,0.39232216775065565,1.9383180157942922e-14,25.51319648093838,-99.94134897360705,0.002992708866508123
