config_id,q1_waist_deg,q2_shoulder_deg,q3_elbow_deg,q4_wrist_deg,q5_gripper_deg,x_m,y_m,z_m,roll_deg,pitch_deg,yaw_deg,x_rviz_m,y_rviz_m,z_rviz_m,roll_rviz_deg,pitch_rviz_deg,yaw_rviz_deg,position_error_m
1,-35.0,35.0,-30.0,30.0,0.0,0.13171377983299942,-0.09222698152516028,0.3522114565057865,-7.745555549213609e-16,-35.000000000000014,145.0,0.1375147284639227,-0.09384435273137447,0.3488569909915684,1.9823331590201392e-14,-36.6568914956012,145.68914956011733,0.006893426834556228
