config_id,q1_waist_deg,q2_shoulder_deg,q3_elbow_deg,q4_wrist_deg,q5_gripper_deg,x_m,y_m,z_m,roll_deg,pitch_deg,yaw_deg,x_rviz_m,y_rviz_m,z_rviz_m,roll_rviz_deg,pitch_rviz_deg,yaw_rviz_deg,position_error_m
1,25.0,25.0,20.0,-20.0,0.0,0.17486528818328523,0.08154102302534667,0.34694302280307227,-3.626864026236504e-16,-25.000000000000018,-155.0,0.18283125830921299,0.08270586539251959,0.34142501613912896,-3.5783391473378537e-14,-27.272727272727302,-155.65982404692085,0.009760222094340746
