test_id,joint,amplitude_deg,frequency_hz,time_s,q_deseado_deg,q_medido_deg,error_deg
1,wrist,10.0,0.05,11.583053350448608,-4.770814583484128,-2.3460410557184748,-2.4247735277656535
1,wrist,10.0,0.05,11.633127212524414,-4.908473373430486,-2.3460410557184748,-2.5624323177120116
1,wrist,10.0,0.05,11.683197736740112,-5.044908436339898,-2.6392961876832843,-2.4056122486566136
1,wrist,10.0,0.05,11.733391523361206,-5.180426461462142,-2.6392961876832843,-2.5411302737788577
1,wrist,10.0,0.05,11.783558368682861,-5.314584671177754,-2.6392961876832843,-2.67528848349447
1,wrist,10.0,0.05,11.833730936050415,-5.44743789590825,-2.932551319648094,-2.5148865762601558
1,wrist,10.0,0.05,11.883766174316406,-5.578579697276612,-2.932551319648094,-2.646028377628518
1,wrist,10.0,0.05,11.933952331542969,-5.708732408708251,-2.932551319648094,-2.776181089060157
1,wrist,10.0,0.05,11.984024047851562,-5.837174151660099,-2.932551319648094,-2.904622832012005
1,wrist,10.0,0.05,12.034204721450806,-5.964446276394445,-3.812316715542522,-2.1521295608519226
1,wrist,10.0,0.05,12.08437991142273,-6.090222444922244,-3.812316715542522,-2.2779057293797216
1,wrist,10.0,0.05,12.134554386138916,-6.214483633388456,-3.812316715542522,-2.4021669178459337
1,wrist,10.0,0.05,12.184734106063843,-6.33721351845278,-3.812316715542522,-2.5248968029102574
1,wrist,10.0,0.05,12.234910249710083,-6.458359952633646,-3.812316715542522,-2.646043237091124
1,wrist,10.0,0.05,12.285086393356323,-6.577901636169278,-3.812316715542522,-2.7655849206267558
1,wrist,10.0,0.05,12.335220336914062,-6.695710396168187,-4.6920821114369495,-2.0036282847312377
1,wrist,10.0,0.05,12.385297775268555,-6.811728264144118,-4.6920821114369495,-2.119646152707168
1,wrist,10.0,0.05,12.435464859008789,-6.926263371159194,-4.6920821114369495,-2.234181259722244
1,wrist,10.0,0.05,12.485637426376343,-7.0390903223662065,-4.9853372434017595,-2.053753078964447
1,wrist,10.0,0.05,12.535826444625854,-7.15020460553503,-4.9853372434017595,-2.16486736213327
1,wrist,10.0,0.05,12.585904359817505,-7.259301264428397,-4.9853372434017595,-2.2739640210266376
1,wrist,10.0,0.05,12.635971069335938,-7.366577405908615,-5.278592375366569,-2.087985030542046
1,wrist,10.0,0.05,12.686088562011719,-7.472137130128763,-5.278592375366569,-2.1935447547621942
1,wrist,10.0,0.05,12.73627495765686,-7.575985834774661,-5.278592375366569,-2.2973934594080925
1,wrist,10.0,0.05,12.78643274307251,-7.677893728607535,-5.865102639296188,-1.8127910893113475
1,wrist,10.0,0.05,12.836506843566895,-7.777729997713277,-5.865102639296188,-1.9126273584170894
1,wrist,10.0,0.05,12.88668441772461,-7.875841852044565,-5.865102639296188,-2.010739212748377
1,wrist,10.0,0.05,12.936871767044067,-7.972015173029005,-5.865102639296188,-2.1069125337328174
1,wrist,10.0,0.05,12.987065315246582,-8.066218261473638,-6.158357771260997,-1.9078604902126415
1,wrist,10.0,0.05,13.037236213684082,-8.158374545456935,-6.158357771260997,-2.000016774195938
