config_id,q1_waist_deg,q2_shoulder_deg,q3_elbow_deg,q4_wrist_deg,q5_gripper_deg,x_m,y_m,z_m,roll_deg,pitch_deg,yaw_deg,x_rviz_m,y_rviz_m,z_rviz_m,roll_rviz_deg,pitch_rviz_deg,yaw_rviz_deg,position_error_m
1,85.0,-20.0,55.0,25.0,0.0,0.01360017658272559,0.15545072966734338,0.3373669456873235,-3.5083546492674396e-15,-60.00000000000002,-95.0,0.014012243842294575,0.1615894354208502,0.3314515570194354,-2.7251285773505188e-14,-62.1700879765396,-94.95601173020528,0.008534947618276589
