t,q_waist,q_shoulder,q_elbow,q_wrist,q_gripper,v_waist,v_shoulder,v_elbow,v_wrist,v_gripper
0.0000,0.010236535202312783,-0.005118267601156391,-0.010236535202312783,-0.010236535202312783,0.0,,,,,
0.0003,0.010236535202312783,0.0,-0.010236535202312783,-0.010236535202312783,0.0,,,,,
0.0015,0.010236535202312783,0.0,-0.010236535202312783,-0.010236535202312783,0.0,,,,,
0.0978,0.010236535202312783,0.0,-0.010236535202312783,-0.010236535202312783,0.0,,,,,
0.2098,0.010236535202312783,-0.005118267601156391,-0.010236535202312783,-0.010236535202312783,0.0,,,,,
0.3058,0.010236535202312783,0.0,-0.010236535202312783,-0.010236535202312783,0.0,,,,,
0.4018,0.010236535202312783,-0.005118267601156391,-0.010236535202312783,-0.010236535202312783,0.0,,,,,
0.4979,0.010236535202312783,0.0,-0.010236535202312783,-0.010236535202312783,0.0,,,,,
0.6097,0.010236535202312783,-0.005118267601156391,-0.010236535202312783,-0.010236535202312783,0.0,,,,,
0.7058,0.010236535202312783,0.0,-0.010236535202312783,-0.010236535202312783,0.0,,,,,
0.8018,0.010236535202312783,0.0,-0.010236535202312783,-0.010236535202312783,0.0,,,,,
0.8979,0.010236535202312783,0.0,-0.010236535202312783,-0.010236535202312783,0.0,,,,,
1.0099,0.010236535202312783,-0.005118267601156391,-0.010236535202312783,-0.010236535202312783,0.0,,,,,
1.1058,0.010236535202312783,-0.005118267601156391,-0.010236535202312783,-0.010236535202312783,0.0,,,,,
1.2018,0.010236535202312783,-0.005118267601156391,-0.010236535202312783,-0.010236535202312783,0.0,,,,,
1.2978,0.010236535202312783,0.0,-0.010236535202312783,-0.010236535202312783,0.0,,,,,
1.4098,0.010236535202312783,0.0,-0.010236535202312783,-0.010236535202312783,0.0,,,,,
1.5057,0.010236535202312783,-0.005118267601156391,-0.010236535202312783,-0.010236535202312783,0.0,,,,,
1.6018,0.010236535202312783,-0.005118267601156391,-0.010236535202312783,-0.010236535202312783,0.0,,,,,
1.6978,0.010236535202312783,-0.005118267601156391,-0.010236535202312783,-0.010236535202312783,0.0,,,,,
1.8098,0.010236535202312783,-0.005118267601156391,-0.010236535202312783,-0.010236535202312783,0.0,,,,,
1.9058,0.010236535202312783,0.0,-0.010236535202312783,-0.010236535202312783,0.0,,,,,
2.0017,0.010236535202312783,-0.005118267601156391,-0.010236535202312783,-0.010236535202312783,0.0,,,,,
2.0978,0.010236535202312783,0.0,-0.010236535202312783,-0.010236535202312783,0.0,,,,,
2.2097,0.010236535202312783,0.0,-0.010236535202312783,-0.010236535202312783,0.0,,,,,
2.3056,0.010236535202312783,0.0,-0.010236535202312783,-0.010236535202312783,0.0,,,,,
2.4657,0.010236535202312783,0.0,-0.03070960560693835,-0.010236535202312783,0.0,,,,,
2.6258,0.010236535202312783,0.0,-0.2405585772543504,-0.010236535202312783,0.0,,,,,
2.7858,0.005118267601156391,-0.025591338005781956,-0.40434314049135495,-0.010236535202312783,0.0,,,,,
2.9459,0.010236535202312783,-0.010236535202312783,-0.5834825065318286,-0.010236535202312783,0.0,,,,,
3.1056,0.0,-0.015354802803469176,-0.7626218725723023,-0.010236535202312783,0.0,,,,,
3.2657,0.010236535202312783,-0.015354802803469176,-0.9366429710116196,-0.010236535202312783,0.0,,,,,
3.4257,0.005118267601156391,-0.015354802803469176,-1.1106640694509369,-0.010236535202312783,0.0,,,,,
3.5856,0.0,-0.015354802803469176,-1.279566900289098,-0.010236535202312783,0.0,,,,,
3.7456,0.005118267601156391,-0.015354802803469176,-1.4484697311272587,-0.010236535202312783,0.0,,,,,
3.9057,0.0,-0.020473070404625565,-1.540598547948074,-0.015354802803469176,0.0,,,,,
4.0656,0.010236535202312783,-0.020473070404625565,-1.4331149283237896,-0.010236535202312783,0.0,,,,,
4.2256,0.010236535202312783,-0.025591338005781956,-1.3051582382948799,-0.015354802803469176,0.0,,,,,
4.3856,0.0,-0.025591338005781956,-1.1362554074567188,-0.015354802803469176,0.0,,,,,
4.5457,0.005118267601156391,-0.025591338005781956,-0.9571160414162452,-0.015354802803469176,0.0,,,,,
4.7057,0.005118267601156391,-0.025591338005781956,-0.7728584077746151,-0.010236535202312783,0.0,,,,,
4.8658,0.005118267601156391,-0.025591338005781956,-0.5937190417341415,-0.010236535202312783,0.0,,,,,
5.0255,0.010236535202312783,-0.020473070404625565,-0.4094614080925113,-0.010236535202312783,0.0,,,,,
5.1857,0.010236535202312783,-0.020473070404625565,-0.2405585772543504,-0.010236535202312783,0.0,,,,,
5.3457,0.010236535202312783,-0.010236535202312783,-0.0614192112138767,-0.010236535202312783,0.0,,,,,
5.5056,0.010236535202312783,0.005118267601156391,0.1228384224277534,-0.010236535202312783,0.0,,,,,
5.6657,0.010236535202312783,0.005118267601156391,0.28150471806360156,-0.010236535202312783,0.0,,,,,
5.8256,0.010236535202312783,0.010236535202312783,0.44017101369944966,-0.005118267601156391,0.0,,,,,
