t,c_waist,c_shoulder,c_elbow,c_wrist,c_gripper
3.4918,0.0,0.0,0.04918380834854014,0.0,0.0
3.5020,0.0,0.0,0.054605929570959846,0.0,0.0
3.5119,0.0,0.0,0.06001457759734398,0.0,0.0
3.5218,0.0,0.0,0.06540841792472338,0.0,0.0
3.5320,0.0,0.0,0.07078611970370702,0.0,0.0
3.5420,0.0,0.0,0.07614635606684922,0.0,0.0
3.5518,0.0,0.0,0.08148780445603429,0.0,0.0
3.5617,0.0,0.0,0.08680914694879804,0.0,0.0
3.5719,0.0,0.0,0.09210907058350533,0.0,0.0
3.5818,0.0,0.0,0.09738626768330373,0.0,0.0
3.5918,0.0,0.0,0.10263943617877329,0.0,0.0
3.6019,0.0,0.0,0.10786727992919257,0.0,0.0
3.6117,0.0,0.0,0.1130685090423421,0.0,0.0
3.6216,0.0,0.0,0.11824184019276585,0.0,0.0
3.6320,0.0,0.0,0.12338599693841266,0.0,0.0
3.6422,0.0,0.0,0.1284997100355792,0.0,0.0
3.6521,0.0,0.0,0.13358171775207694,0.0,0.0
3.6620,0.0,0.0,0.13863076617854547,0.0,0.0
3.6721,0.0,0.0,0.14364560953783617,0.0,0.0
3.6818,0.0,0.0,0.14862501049238877,0.0,0.0
3.6919,0.0,0.0,0.15356774044952612,0.0,0.0
3.7020,0.0,0.0,0.15847257986459098,0.0,0.0
3.7118,0.0,0.0,0.1633383185418504,0.0,0.0
3.7221,0.0,0.0,0.16816375593309335,0.0,0.0
3.7320,0.0,0.0,0.1729477014338481,0.0,0.0
3.7424,0.0,0.0,0.177688974677146,0.0,0.0
3.7519,0.0,0.0,0.18238640582475954,0.0,0.0
3.7619,0.0,0.0,0.18703883585584224,0.0,0.0
3.7719,0.0,0.0,0.19164511685289964,0.0,0.0
3.7818,0.0,0.0,0.19620411228502102,0.0,0.0
3.7921,0.0,0.0,0.20071469728830127,0.0,0.0
3.8018,0.0,0.0,0.20517575894338408,0.0,0.0
3.8117,0.0,0.0,0.2095861965500584,0.0,0.0
3.8218,0.0,0.0,0.2139449218988395,0.0,0.0
3.8319,0.0,0.0,0.21825085953946874,0.0,0.0
3.8420,0.0,0.0,0.22250294704626433,0.0,0.0
3.8519,0.0,0.0,0.2267001352802593,0.0,0.0
3.8621,0.0,0.0,0.2308413886480608,0.0,0.0
3.8719,0.0,0.0,0.23492568535736724,0.0,0.0
3.8819,0.0,0.0,0.23895201766908022,0.0,0.0
3.8921,0.0,0.0,0.24291939214594918,0.0,0.0
3.9018,0.0,0.0,0.24682682989768698,0.0,0.0
3.9117,0.0,0.0,0.2506733668224967,0.0,0.0
3.9219,0.0,0.0,0.2544580538449491,0.0,0.0
3.9320,0.0,0.0,0.25817995715015274,0.0,0.0
3.9422,0.0,0.0,0.2618381584141593,0.0,0.0
3.9520,0.0,0.0,0.2654317550305456,0.0,0.0
3.9620,0.0,0.0,0.2689598603331187,0.0,0.0
3.9718,0.0,0.0,0.2724216038146874,0.0,0.0
3.9820,0.0,0.0,0.27581613134184674,0.0,0.0
3.9920,0.0,0.0,0.2791426053657229,0.0,0.0
4.0019,0.0,0.0,0.2824002051286255,0.0,0.0
4.0120,0.0,0.0,0.2855881268665576,0.0,0.0
4.0219,0.0,0.0,0.28870558400753227,0.0,0.0
4.0320,0.0,0.0,0.29175180736564743,0.0,0.0
4.0424,0.0,0.0,0.29472604533087116,0.0,0.0
4.0522,0.0,0.0,0.29762756405449,0.0,0.0
4.0619,0.0,0.0,0.3004556476301752,0.0,0.0
4.0720,0.0,0.0,0.303209598270622,0.0,0.0
4.0819,0.0,0.0,0.30588873647971815,0.0,0.0
4.0920,0.0,0.0,0.30849240122019933,0.0,0.0
4.1020,0.0,0.0,0.31101995007675026,0.0,0.0
4.1118,0.0,0.0,0.31347075941451125,0.0,0.0
4.1219,0.0,0.0,0.31584422453295036,0.0,0.0
4.1321,0.0,0.0,0.3181397598150645,0.0,0.0
4.1424,0.0,0.0,0.32035679887187174,0.0,0.0
4.1522,0.0,0.0,0.32249479468215897,0.0,0.0
4.1621,0.0,0.0,0.3245532197274516,0.0,0.0
4.1721,0.0,0.0,0.3265315661221706,0.0,0.0
4.1822,0.0,0.0,0.32842934573894556,0.0,0.0
4.1919,0.0,0.0,0.3302460903290533,0.0,0.0
4.2020,0.0,0.0,0.3319813516379506,0.0,0.0
4.2120,0.0,0.0,0.33363470151587493,0.0,0.0
4.2220,0.0,0.0,0.33520573202348336,0.0,0.0
4.2319,0.0,0.0,0.33669405553250603,0.0,0.0
4.2419,0.0,0.0,0.33809930482138734,0.0,0.0
4.2519,0.0,0.0,0.3394211331658925,0.0,0.0
4.2618,0.0,0.0,0.3406592144246564,0.0,0.0
4.2720,0.0,0.0,0.3418132431196543,0.0,0.0
4.2819,0.0,0.0,0.3428829345115737,0.0,0.0
4.2919,0.0,0.0,0.34386802467006994,0.0,0.0
4.3019,0.0,0.0,0.3447682705388865,0.0,0.0
4.3119,0.0,0.0,0.3455834499958259,0.0,0.0
4.3219,0.0,0.0,0.3463133619075551,0.0,0.0
4.3321,0.0,0.0,0.34695782617923154,0.0,0.0
4.3420,0.0,0.0,0.34751668379893974,0.0,0.0
4.3518,0.0,0.0,0.34798979687692433,0.0,0.0
4.3619,0.0,0.0,0.3483770486796126,0.0,0.0
4.3719,0.0,0.0,0.3486783436584169,0.0,0.0
4.3819,0.0,0.0,0.3488936074733095,0.0,0.0
4.3917,0.0,0.0,0.3490227870111651,0.0,0.0
4.4019,0.0,0.0,0.3490658503988659,0.0,0.0
4.4117,0.0,0.0,0.3490227870111651,0.0,0.0
4.4220,0.0,0.0,0.3488936074733095,0.0,0.0
4.4320,0.0,0.0,0.3486783436584169,0.0,0.0
4.4421,0.0,0.0,0.3483770486796126,0.0,0.0
4.4519,0.0,0.0,0.34798979687692433,0.0,0.0
4.4620,0.0,0.0,0.34751668379893974,0.0,0.0
4.4718,0.0,0.0,0.34695782617923154,0.0,0.0
4.4818,0.0,0.0,0.346313361907555,0.0,0.0
4.4918,0.0,0.0,0.3455834499958259,0.0,0.0
4.5021,0.0,0.0,0.3447682705388864,0.0,0.0
4.5119,0.0,0.0,0.3438680246700699,0.0,0.0
4.5218,0.0,0.0,0.3428829345115737,0.0,0.0
4.5322,0.0,0.0,0.3418132431196543,0.0,0.0
4.5418,0.0,0.0,0.3406592144246564,0.0,0.0
4.5520,0.0,0.0,0.3394211331658925,0.0,0.0
4.5620,0.0,0.0,0.3380993048213874,0.0,0.0
4.5720,0.0,0.0,0.3366940555325061,0.0,0.0
4.5819,0.0,0.0,0.33520573202348336,0.0,0.0
4.5920,0.0,0.0,0.33363470151587493,0.0,0.0
4.6019,0.0,0.0,0.3319813516379507,0.0,0.0
4.6118,0.0,0.0,0.33024609032905333,0.0,0.0
4.6218,0.0,0.0,0.32842934573894556,0.0,0.0
4.6321,0.0,0.0,0.3265315661221706,0.0,0.0
4.6418,0.0,0.0,0.3245532197274516,0.0,0.0
4.6517,0.0,0.0,0.32249479468215897,0.0,0.0
4.6621,0.0,0.0,0.3203567988718718,0.0,0.0
4.6719,0.0,0.0,0.31813975981506454,0.0,0.0
4.6819,0.0,0.0,0.31584422453295036,0.0,0.0
4.6921,0.0,0.0,0.31347075941451125,0.0,0.0
4.7020,0.0,0.0,0.3110199500767503,0.0,0.0
4.7120,0.0,0.0,0.30849240122019933,0.0,0.0
4.7220,0.0,0.0,0.3058887364797181,0.0,0.0
4.7320,0.0,0.0,0.303209598270622,0.0,0.0
4.7418,0.0,0.0,0.3004556476301752,0.0,0.0
4.7522,0.0,0.0,0.29762756405449003,0.0,0.0
4.7619,0.0,0.0,0.29472604533087116,0.0,0.0
4.7718,0.0,0.0,0.29175180736564743,0.0,0.0
4.7821,0.0,0.0,0.28870558400753227,0.0,0.0
4.7919,0.0,0.0,0.2855881268665576,0.0,0.0
4.8019,0.0,0.0,0.2824002051286255,0.0,0.0
4.8118,0.0,0.0,0.27914260536572294,0.0,0.0
4.8219,0.0,0.0,0.2758161313418468,0.0,0.0
4.8318,0.0,0.0,0.27242160381468744,0.0,0.0
4.8417,0.0,0.0,0.2689598603331187,0.0,0.0
4.8521,0.0,0.0,0.2654317550305456,0.0,0.0
4.8618,0.0,0.0,0.2618381584141593,0.0,0.0
4.8720,0.0,0.0,0.2581799571501528,0.0,0.0
4.8820,0.0,0.0,0.254458053844949,0.0,0.0
4.8918,0.0,0.0,0.2506733668224967,0.0,0.0
4.9021,0.0,0.0,0.246826829897687,0.0,0.0
4.9120,0.0,0.0,0.2429193921459492,0.0,0.0
4.9219,0.0,0.0,0.2389520176690803,0.0,0.0
4.9320,0.0,0.0,0.23492568535736724,0.0,0.0
4.9420,0.0,0.0,0.2308413886480608,0.0,0.0
4.9521,0.0,0.0,0.22670013528025937,0.0,0.0
4.9619,0.0,0.0,0.22250294704626442,0.0,0.0
4.9717,0.0,0.0,0.21825085953946874,0.0,0.0
4.9820,0.0,0.0,0.2139449218988395,0.0,0.0
4.9918,0.0,0.0,0.2095861965500584,0.0,0.0
5.0020,0.0,0.0,0.2051757589433841,0.0,0.0
5.0122,0.0,0.0,0.20071469728830119,0.0,0.0
5.0218,0.0,0.0,0.196204112285021,0.0,0.0
5.0319,0.0,0.0,0.19164511685289962,0.0,0.0
5.0420,0.0,0.0,0.18703883585584224,0.0,0.0
5.0519,0.0,0.0,0.18238640582475957,0.0,0.0
5.0617,0.0,0.0,0.17768897467714592,0.0,0.0
5.0721,0.0,0.0,0.17294770143384816,0.0,0.0
5.0820,0.0,0.0,0.16816375593309346,0.0,0.0
5.0918,0.0,0.0,0.1633383185418504,0.0,0.0
5.1020,0.0,0.0,0.15847257986459104,0.0,0.0
5.1122,0.0,0.0,0.15356774044952617,0.0,0.0
5.1220,0.0,0.0,0.14862501049238883,0.0,0.0
5.1319,0.0,0.0,0.14364560953783612,0.0,0.0
5.1421,0.0,0.0,0.13863076617854547,0.0,0.0
5.1518,0.0,0.0,0.13358171775207697,0.0,0.0
5.1619,0.0,0.0,0.12849971003557928,0.0,0.0
5.1721,0.0,0.0,0.12338599693841276,0.0,0.0
5.1820,0.0,0.0,0.11824184019276582,0.0,0.0
5.1921,0.0,0.0,0.11306850904234211,0.0,0.0
5.2022,0.0,0.0,0.10786727992919261,0.0,0.0
5.2119,0.0,0.0,0.10263943617877336,0.0,0.0
5.2220,0.0,0.0,0.09738626768330368,0.0,0.0
5.2320,0.0,0.0,0.09210907058350529,0.0,0.0
5.2418,0.0,0.0,0.08680914694879806,0.0,0.0
5.2520,0.0,0.0,0.08148780445603433,0.0,0.0
5.2620,0.0,0.0,0.07614635606684914,0.0,0.0
5.2721,0.0,0.0,0.07078611970370696,0.0,0.0
5.2820,0.0,0.0,0.06540841792472336,0.0,0.0
5.2917,0.0,0.0,0.060014577597344,0.0,0.0
5.3021,0.0,0.0,0.05460592957095988,0.0,0.0
5.3118,0.0,0.0,0.049183808348540047,0.0,0.0
5.3219,0.0,0.0,0.04374955175736364,0.0,0.0
5.3322,0.0,0.0,0.03830450061892955,0.0,0.0
5.3419,0.0,0.0,0.03284999841813013,0.0,0.0
5.3521,0.0,0.0,0.027387390971766266,0.0,0.0
5.3620,0.0,0.0,0.02191802609648644,0.0,0.0
5.3718,0.0,0.0,0.016443253276233777,0.0,0.0
5.3820,0.0,0.0,0.01096442332928073,0.0,0.0
5.3921,0.0,0.0,0.005482888074935525,0.0,0.0
5.4022,0.0,0.0,4.2748237638261994e-17,0.0,0.0
5.4118,0.0,0.0,-0.005482888074935593,0.0,0.0
5.4220,0.0,0.0,-0.010964423329280645,0.0,0.0
5.4321,0.0,0.0,-0.016443253276233694,0.0,0.0
5.4418,0.0,0.0,-0.02191802609648636,0.0,0.0
5.4520,0.0,0.0,-0.027387390971766023,0.0,0.0
5.4621,0.0,0.0,-0.03284999841813004,0.0,0.0
5.4719,0.0,0.0,-0.03830450061892931,0.0,0.0
5.4818,0.0,0.0,-0.04374955175736356,0.0,0.0
5.4922,0.0,0.0,-0.04918380834853997,0.0,0.0
5.5020,0.0,0.0,-0.0546059295709598,0.0,0.0
5.5119,0.0,0.0,-0.06001457759734391,0.0,0.0
5.5221,0.0,0.0,-0.06540841792472343,0.0,0.0
5.5318,0.0,0.0,-0.07078611970370689,0.0,0.0
5.5420,0.0,0.0,-0.07614635606684919,0.0,0.0
5.5523,0.0,0.0,-0.08148780445603425,0.0,0.0
5.5621,0.0,0.0,-0.08680914694879813,0.0,0.0
5.5720,0.0,0.0,-0.09210907058350522,0.0,0.0
5.5819,0.0,0.0,-0.09738626768330373,0.0,0.0
5.5921,0.0,0.0,-0.10263943617877326,0.0,0.0
5.6020,0.0,0.0,-0.10786727992919269,0.0,0.0
5.6120,0.0,0.0,-0.11306850904234202,0.0,0.0
5.6221,0.0,0.0,-0.11824184019276589,0.0,0.0
5.6318,0.0,0.0,-0.12338599693841266,0.0,0.0
5.6418,0.0,0.0,-0.12849971003557933,0.0,0.0
5.6520,0.0,0.0,-0.13358171775207692,0.0,0.0
5.6618,0.0,0.0,-0.13863076617854556,0.0,0.0
5.6720,0.0,0.0,-0.14364560953783606,0.0,0.0
5.6820,0.0,0.0,-0.14862501049238877,0.0,0.0
5.6920,0.0,0.0,-0.15356774044952612,0.0,0.0
5.7019,0.0,0.0,-0.1584725798645911,0.0,0.0
5.7120,0.0,0.0,-0.16333831854185035,0.0,0.0
5.7219,0.0,0.0,-0.16816375593309324,0.0,0.0
5.7320,0.0,0.0,-0.17294770143384808,0.0,0.0
5.7420,0.0,0.0,-0.17768897467714587,0.0,0.0
5.7520,0.0,0.0,-0.18238640582475948,0.0,0.0
5.7618,0.0,0.0,-0.18703883585584216,0.0,0.0
5.7717,0.0,0.0,-0.19164511685289964,0.0,0.0
5.7820,0.0,0.0,-0.1962041122850209,0.0,0.0
5.7917,0.0,0.0,-0.20071469728830127,0.0,0.0
5.8018,0.0,0.0,-0.20517575894338402,0.0,0.0
5.8121,0.0,0.0,-0.20958619655005845,0.0,0.0
5.8218,0.0,0.0,-0.21394492189883949,0.0,0.0
5.8319,0.0,0.0,-0.2182508595394688,0.0,0.0
5.8421,0.0,0.0,-0.22250294704626433,0.0,0.0
5.8518,0.0,0.0,-0.2267001352802594,0.0,0.0
5.8618,0.0,0.0,-0.23084138864806075,0.0,0.0
5.8721,0.0,0.0,-0.23492568535736727,0.0,0.0
5.8819,0.0,0.0,-0.23895201766908025,0.0,0.0
5.8918,0.0,0.0,-0.2429193921459493,0.0,0.0
5.9021,0.0,0.0,-0.24682682989768698,0.0,0.0
5.9119,0.0,0.0,-0.25067336682249675,0.0,0.0
5.9220,0.0,0.0,-0.25445805384494896,0.0,0.0
5.9319,0.0,0.0,-0.25817995715015274,0.0,0.0
5.9420,0.0,0.0,-0.26183815841415925,0.0,0.0
5.9518,0.0,0.0,-0.26543175503054567,0.0,0.0
5.9618,0.0,0.0,-0.26895986033311875,0.0,0.0
5.9720,0.0,0.0,-0.2724216038146872,0.0,0.0
5.9818,0.0,0.0,-0.2758161313418468,0.0,0.0
5.9918,0.0,0.0,-0.2791426053657229,0.0,0.0
6.0022,0.0,0.0,-0.2824002051286255,0.0,0.0
6.0119,0.0,0.0,-0.2855881268665576,0.0,0.0
6.0218,0.0,0.0,-0.2887055840075322,0.0,0.0
6.0320,0.0,0.0,-0.2917518073656474,0.0,0.0
6.0418,0.0,0.0,-0.29472604533087127,0.0,0.0
6.0519,0.0,0.0,-0.29762756405448987,0.0,0.0
6.0621,0.0,0.0,-0.30045564763017524,0.0,0.0
6.0720,0.0,0.0,-0.303209598270622,0.0,0.0
6.0818,0.0,0.0,-0.30588873647971815,0.0,0.0
6.0919,0.0,0.0,-0.3084924012201993,0.0,0.0
6.1020,0.0,0.0,-0.31101995007675026,0.0,0.0
6.1117,0.0,0.0,-0.31347075941451125,0.0,0.0
6.1218,0.0,0.0,-0.31584422453295047,0.0,0.0
6.1320,0.0,0.0,-0.3181397598150645,0.0,0.0
6.1419,0.0,0.0,-0.3203567988718718,0.0,0.0
6.1519,0.0,0.0,-0.3224947946821589,0.0,0.0
6.1621,0.0,0.0,-0.32455321972745166,0.0,0.0
6.1720,0.0,0.0,-0.3265315661221706,0.0,0.0
6.1821,0.0,0.0,-0.32842934573894556,0.0,0.0
6.1920,0.0,0.0,-0.3302460903290533,0.0,0.0
6.2019,0.0,0.0,-0.3319813516379506,0.0,0.0
6.2117,0.0,0.0,-0.3336347015158749,0.0,0.0
6.2223,0.0,0.0,-0.3352057320234833,0.0,0.0
6.2320,0.0,0.0,-0.336694055532506,0.0,0.0
6.2419,0.0,0.0,-0.33809930482138734,0.0,0.0
6.2519,0.0,0.0,-0.33942113316589256,0.0,0.0
6.2622,0.0,0.0,-0.34065921442465635,0.0,0.0
6.2718,0.0,0.0,-0.3418132431196543,0.0,0.0
6.2816,0.0,0.0,-0.34288293451157376,0.0,0.0
6.2921,0.0,0.0,-0.3438680246700699,0.0,0.0
6.3019,0.0,0.0,-0.3447682705388864,0.0,0.0
6.3117,0.0,0.0,-0.3455834499958259,0.0,0.0
6.3220,0.0,0.0,-0.346313361907555,0.0,0.0
6.3317,0.0,0.0,-0.34695782617923154,0.0,0.0
6.3418,0.0,0.0,-0.34751668379893974,0.0,0.0
6.3522,0.0,0.0,-0.34798979687692433,0.0,0.0
6.3621,0.0,0.0,-0.3483770486796126,0.0,0.0
6.3719,0.0,0.0,-0.3486783436584169,0.0,0.0
6.3820,0.0,0.0,-0.3488936074733095,0.0,0.0
6.3919,0.0,0.0,-0.3490227870111651,0.0,0.0
6.4019,0.0,0.0,-0.3490658503988659,0.0,0.0
6.4117,0.0,0.0,-0.3490227870111651,0.0,0.0
6.4220,0.0,0.0,-0.3488936074733095,0.0,0.0
6.4318,0.0,0.0,-0.3486783436584168,0.0,0.0
6.4417,0.0,0.0,-0.3483770486796126,0.0,0.0
6.4520,0.0,0.0,-0.34798979687692433,0.0,0.0
6.4620,0.0,0.0,-0.34751668379893974,0.0,0.0
6.4718,0.0,0.0,-0.34695782617923154,0.0,0.0
6.4819,0.0,0.0,-0.3463133619075551,0.0,0.0
6.4918,0.0,0.0,-0.3455834499958259,0.0,0.0
6.5019,0.0,0.0,-0.3447682705388865,0.0,0.0
6.5120,0.0,0.0,-0.34386802467006994,0.0,0.0
6.5219,0.0,0.0,-0.34288293451157376,0.0,0.0
6.5318,0.0,0.0,-0.34181324311965433,0.0,0.0
6.5419,0.0,0.0,-0.3406592144246564,0.0,0.0
6.5519,0.0,0.0,-0.33942113316589256,0.0,0.0
6.5619,0.0,0.0,-0.33809930482138734,0.0,0.0
6.5721,0.0,0.0,-0.33669405553250603,0.0,0.0
6.5819,0.0,0.0,-0.33520573202348336,0.0,0.0
6.5917,0.0,0.0,-0.33363470151587493,0.0,0.0
6.6019,0.0,0.0,-0.3319813516379507,0.0,0.0
6.6120,0.0,0.0,-0.33024609032905333,0.0,0.0
6.6219,0.0,0.0,-0.32842934573894556,0.0,0.0
6.6318,0.0,0.0,-0.3265315661221706,0.0,0.0
6.6419,0.0,0.0,-0.32455321972745155,0.0,0.0
6.6518,0.0,0.0,-0.3224947946821589,0.0,0.0
6.6617,0.0,0.0,-0.3203567988718717,0.0,0.0
6.6720,0.0,0.0,-0.3181397598150645,0.0,0.0
6.6819,0.0,0.0,-0.31584422453295036,0.0,0.0
6.6919,0.0,0.0,-0.31347075941451125,0.0,0.0
6.7020,0.0,0.0,-0.3110199500767504,0.0,0.0
6.7119,0.0,0.0,-0.3084924012201994,0.0,0.0
6.7219,0.0,0.0,-0.30588873647971804,0.0,0.0
6.7318,0.0,0.0,-0.3032095982706221,0.0,0.0
6.7420,0.0,0.0,-0.3004556476301753,0.0,0.0
6.7516,0.0,0.0,-0.2976275640544899,0.0,0.0
6.7617,0.0,0.0,-0.2947260453308713,0.0,0.0
6.7720,0.0,0.0,-0.2917518073656475,0.0,0.0
6.7817,0.0,0.0,-0.28870558400753227,0.0,0.0
6.7920,0.0,0.0,-0.28558812686655766,0.0,0.0
6.8020,0.0,0.0,-0.28240020512862557,0.0,0.0
6.8119,0.0,0.0,-0.27914260536572294,0.0,0.0
6.8219,0.0,0.0,-0.27581613134184685,0.0,0.0
6.8319,0.0,0.0,-0.2724216038146873,0.0,0.0
6.8419,0.0,0.0,-0.2689598603331188,0.0,0.0
6.8517,0.0,0.0,-0.2654317550305455,0.0,0.0
