% Trayectoria senoidal - Base (shoulder pan)
% q(t) = 0.0 + A*sin(2*pi*f*t)
% Columnas: t1 q1 t2 q2 t3 q3 t4 q4
%
0.000867	0.0000	0.000899	0.0000	0.000718	0.0000	0.000817	0.0000
0.021777	0.0013	0.021792	0.0013	0.021544	0.0013	0.021779	0.0013
0.042841	0.0025	0.042525	0.0025	0.042446	0.0025	0.042491	0.0025
0.063774	0.0037	0.063720	0.0037	0.063363	0.0037	0.063253	0.0037
0.084586	0.0048	0.084612	0.0048	0.084139	0.0048	0.084069	0.0048
0.105396	0.0059	0.105518	0.0059	0.104954	0.0059	0.104983	0.0059
0.126272	0.0068	0.126296	0.0068	0.125830	0.0068	0.126137	0.0068
0.147235	0.0077	0.147190	0.0077	0.146772	0.0077	0.146835	0.0077
0.168131	0.0084	0.168168	0.0084	0.167451	0.0084	0.167687	0.0084
0.189032	0.0090	0.189321	0.0090	0.188325	0.0090	0.188560	0.0090
0.210121	0.0095	0.210237	0.0095	0.209109	0.0095	0.209303	0.0095
0.231212	0.0098	0.231355	0.0098	0.229962	0.0098	0.230333	0.0098
0.252402	0.0100	0.252316	0.0100	0.250859	0.0100	0.251210	0.0100
0.273263	0.0100	0.273054	0.0100	0.271723	0.0100	0.272147	0.0100
0.294349	0.0098	0.293963	0.0098	0.292631	0.0098	0.293056	0.0098
0.315511	0.0095	0.314894	0.0095	0.313716	0.0095	0.313802	0.0095
0.336369	0.0090	0.335938	0.0090	0.334715	0.0090	0.334823	0.0090
0.357275	0.0084	0.356726	0.0084	0.355724	0.0084	0.355762	0.0084
0.378203	0.0077	0.377757	0.0077	0.376575	0.0077	0.376909	0.0077
0.399083	0.0068	0.398677	0.0068	0.397645	0.0068	0.397922	0.0068
0.420005	0.0059	0.419628	0.0059	0.418756	0.0059	0.418876	0.0059
0.440987	0.0048	0.440503	0.0048	0.439644	0.0048	0.439804	0.0048
0.461735	0.0037	0.461624	0.0037	0.460494	0.0037	0.460727	0.0037
0.482647	0.0025	0.482500	0.0025	0.481343	0.0025	0.481639	0.0025
0.503514	0.0013	0.503396	0.0013	0.502321	0.0013	0.502744	0.0013
0.524408	0.0000	0.524342	0.0000	0.523105	0.0000	0.523646	0.0000
0.545467	-0.0013	0.545058	-0.0013	0.544182	-0.0013	0.544759	-0.0013
0.566176	-0.0025	0.566087	-0.0025	0.565446	-0.0025	0.565907	-0.0025
0.587065	-0.0037	0.587053	-0.0037	0.586391	-0.0037	0.586810	-0.0037
0.607974	-0.0048	0.607761	-0.0048	0.607316	-0.0048	0.607711	-0.0048
0.628885	-0.0059	0.628644	-0.0059	0.628226	-0.0059	0.628440	-0.0059
0.649993	-0.0068	0.649573	-0.0068	0.649097	-0.0068	0.649652	-0.0068
0.670883	-0.0077	0.670613	-0.0077	0.669973	-0.0077	0.670578	-0.0077
0.691950	-0.0084	0.691369	-0.0084	0.690908	-0.0084	0.691489	-0.0084
0.713034	-0.0090	0.712401	-0.0090	0.711816	-0.0090	0.712385	-0.0090
0.733926	-0.0095	0.733421	-0.0095	0.732641	-0.0095	0.733250	-0.0095
0.754842	-0.0098	0.754310	-0.0098	0.753450	-0.0098	0.754163	-0.0098
0.775824	-0.0100	0.775398	-0.0100	0.774397	-0.0100	0.775076	-0.0100
0.796749	-0.0100	0.796522	-0.0100	0.795262	-0.0100	0.796086	-0.0100
0.817681	-0.0098	0.817475	-0.0098	0.816144	-0.0098	0.817043	-0.0098
0.838220	-0.0095	0.838388	-0.0095	0.837063	-0.0095	0.837936	-0.0095
0.859097	-0.0090	0.859348	-0.0090	0.858017	-0.0090	0.859025	-0.0090
0.880020	-0.0084	0.880288	-0.0084	0.878862	-0.0084	0.879758	-0.0084
0.900509	-0.0077	0.901175	-0.0077	0.899706	-0.0077	0.900624	-0.0077
0.921304	-0.0068	0.922332	-0.0068	0.920581	-0.0068	0.921570	-0.0068
0.942016	-0.0059	0.943290	-0.0059	0.941425	-0.0059	0.942749	-0.0059
0.962922	-0.0048	0.964150	-0.0048	0.962358	-0.0048	0.963638	-0.0048
0.983456	-0.0037	0.985140	-0.0037	0.983409	-0.0037	0.984538	-0.0037
1.004166	-0.0025	1.006095	-0.0025	1.004175	-0.0025	1.005548	-0.0025
1.025114	-0.0013	1.027294	-0.0013	1.025019	-0.0013	1.026453	-0.0013
1.046056	-0.0000	1.048324	-0.0000	1.046129	-0.0000	1.047352	-0.0000
